"año","MUNICIPIO","CÓDIGO DANE","INSTITUCION","CÓDIGO DANE SEDE","SEDE","ZONA","SECTOR","Prescolar 1","Primero","Segundo","Tercero","Cuarto","Quinto","Sexto","Séptimo","Octavo","Noveno","Décimo","Once","intr","pfc 1","pfc 2","pfc 3","pfc 4","ciclo i","ciclo ii","ciclo iii","ciclo iv","ciclo v","ciclo vi","Total IE"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000406","ESC PATIO BONITO","RURAL","OFICIAL","1","2","4","3",,"2",,,,,,,,,,,,,,,,,,"12"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000252","ESC PEDRO GOMEZ","RURAL","OFICIAL","2","2","1","2","3","2",,,,,,,,,,,,,,,,,,"12"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000431","ESC PINARES","RURAL","OFICIAL","3","2","1","2",,"1",,,,,,,,,,,,,,,,,,"9"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000139","ESC SAN PABLO","RURAL","OFICIAL","1","2","2","1","2","2",,,,,,,,,,,,,,,,,,"10"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000121","ESC SANTA BARBARA","RURAL","OFICIAL","1",,,,"1","2",,,,,,,,,,,,,,,,,,"4"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000066","ESC SANTA ISABEL","RURAL","OFICIAL","2","1","1","1",,"2",,,,,,,,,,,,,,,,,,"7"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000155","ESC SANTA ROSA","RURAL","OFICIAL","1","2","4","4",,"3",,,,,,,,,,,,,,,,,,"35"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000392","ESC SARVAPAJA","RURAL","OFICIAL","1","1","1","2",,"1",,,,,,,,,,,,,,,,,,"6"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000317","ESC BARAZETA","RURAL","OFICIAL",,"2","1",,"1","1",,,,,,,,,,,,,,,,,,"5"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000023","ESC CANTINO","RURAL","OFICIAL","1","1",,"1",,,,,,,,,,,,,,,,,,,,"3"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000040","ESC SAN ISIDRO","RURAL","OFICIAL","3","1","1","2","1","1",,,,,,,,,,,,,,,,,,"9"
"2.022","COPER","115212000266","I.E. JUANA CAPORAL","215212000414","ESC SAN RAFAEL","RURAL","OFICIAL","3","1","3","6","2","1",,,,,,,,,,,,,,,,,,"16"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000112","I.E. SAN MIGUEL - SEDE PRINCIPAL","RURAL","OFICIAL","4","4","1","2","3","4","8","5","6","10","11","5",,,,,,,,,,,,"63"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000295","ESC SAN IGNACIO","RURAL","OFICIAL","2","3","2","5",,"1",,,,,,,,,,,,,,,,,,"13"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000368","ESC CAFETAL","RURAL","OFICIAL","1","1","1","1",,,,,,,,,,,,,,,,,,,,"4"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000091","ESC LA CASCADA","RURAL","OFICIAL","2","1",,,,"2",,,,,,,,,,,,,,,,,,"5"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000163","ESC PALENQUE","RURAL","OFICIAL","1",,"2","1",,"1",,,,,,,,,,,,,,,,,,"5"
"2.022","COPER","215212000112","I.E. SAN MIGUEL","215212000198","ESC SAMAL","RURAL","OFICIAL","2","1",,"1","3",,,,,,,,,,,,,,,,,,,"7"
"2.022","CORRALES","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"40","34","30","27","36","24",,,,,,,,,,,,"191"
"2.022","CORRALES","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO","115215000038","CONC URB","URBANA","OFICIAL","19","25","29","21","38","22",,,,,,,,,,,,,,,,,,"154"
"2.022","CORRALES","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO","215215000032","ESC EL BUJIO","RURAL","OFICIAL","10",,"7","5","5","4",,,,,,,,,,,,,,,,,,"31"
"2.022","CORRALES","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO","215215000075","ESC ALFONSO ROSAS CARREÑO","RURAL","OFICIAL","1","1","4",,"1","1",,,,,,,,,,,,,,,,,,"8"
"2.022","CORRALES","315215000029","I.E. TECNICA JUAN JOSE SAMANIEGO","215215000067","ESC REYES PATRIA","RURAL","OFICIAL","1",,"1",,"2","4",,,,,,,,,,,,,,,,,,"8"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","115218000209","I.E. SAN LUIS BELTRAN - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"43","50","47","34","29","28",,,,,,,,,,,,"231"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","115218000012","CONC URB MIXTA","URBANA","OFICIAL","8","16","12","20","14","8",,,,,,,,,,,,,,,,,,"78"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000025","ESC LOS NARANJOS","RURAL","OFICIAL",,"1","2",,"2","2",,,,,,,,,,,,,,,,,,"7"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000033","ESC LAS TAPIAS","RURAL","OFICIAL",,,"2",,"2",,,,,,,,,,,,,,,,,,,"4"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000092","ESC LIMON DULCE","RURAL","OFICIAL",,"1",,"2","2",,,,,,,,,,,,,,,,,,,"5"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000114","ESC CHIVASCOQUE","RURAL","OFICIAL","2","4","3","1","1","2",,,,,,,,,,,,,,,,,,"13"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000131","ESC LOS SIOTES","RURAL","OFICIAL",,,"1","1","1",,,,,,,,,,,,,,,,,,,"3"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000084","ESC SAN JOSE","RURAL","OFICIAL","1","1",,"1",,"1",,,,,,,,,,,,,,,,,,"4"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000106","ESC LA CAPILLA","RURAL","OFICIAL",,,"2","3","3","4",,,,,,,,,,,,,,,,,,"12"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000238","ESC EL TOPON","RURAL","OFICIAL",,"2","7","1","2","1",,,,,,,,,,,,,,,,,,"13"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000050","ESC JAZMINES","RURAL","OFICIAL","3","1","2","1",,,,,,,,,,,,,,,,,,,,"7"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000122","ESC LIMONCITO","RURAL","OFICIAL",,,"3",,,"1",,,,,,,,,,,,,,,,,,"4"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000041","ESC SAN LUIS","RURAL","OFICIAL","5","6","1","1","2","1",,,,,,,,,,,,,,,,,,"16"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000157","ESC ANTONIO NARIÑO","RURAL","OFICIAL","2","3","2","2","3","2","10","4","2","3",,,,,,,,,,,,,,"33"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000076","ESC PEÑALISA","RURAL","OFICIAL","2","2",,"5","1","2",,,,,,,,,,,,,,,,,,"12"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000068","ESC PUERTO RICO","RURAL","OFICIAL","3","1",,"5","2","2",,,,,,,,,,,,,,,,,,"13"
"2.022","COVARACHIA","115218000209","I.E. SAN LUIS BELTRAN","215218000246","ESC SIMON BOLIVAR","RURAL","OFICIAL","1","1","2",,"1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ - SEDE PRINCIPAL","RURAL","OFICIAL","10","44","33","28","20","11","26","14","9","4","5",,,,,,,,,,,,,"204"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000122","ESC INDIGENA SILENCIO","RURAL","OFICIAL","10","15","5","7",,"3",,,,,,,,,,,,,,,,,,"40"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000238","ESC CAMPO ALICIA","RURAL","OFICIAL","7","22","5","3","3","3",,,,,,,,,,,,,,,,,,"43"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000181","ESC LA BLANQUITA","RURAL","OFICIAL","1","4","7","5",,,,,,,,,,,,,,,,,,,,"17"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000599","ESC INDIGENA GUALANDAY","RURAL","OFICIAL","17","22","22","6","5","1",,,,,,,,,,,,,,,,,,"73"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000050","ESC INDIGENA FATIMA","RURAL","OFICIAL","8","26","16","13","8","6",,,,,,,,,,,,,,,,,,"77"
"2.022","CUBARA","215223000076","INSTITUCION EDUCATIVA KERÁ SHIKARÁ","215223000106","ESC INDIGENA LA BARROSA","RURAL","OFICIAL","11","12","10","7","1","4",,,,,,,,,,,,,,,,,,"45"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000416","ESC LA PAJITA","RURAL","OFICIAL",,"1","1","2","4","3",,,,,,,,,,,,,,,,,,"11"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"104","90","88","72","58","51",,,,,,,,,,,,"585"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","115223000276","CONC SAN MIGUEL","URBANA","OFICIAL","55","56","55","38","49","49",,,,,,,,,,,,,,,,,,"302"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000092","ESC CAÑAGUATA","RURAL","OFICIAL","1","3","2","5","3","2",,,,,,,,,,,,,,,,,,"16"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000084","ESC EL ROYOTA","RURAL","OFICIAL","8","5","4","8","8","9",,,,,,,,,,,,,,,,,,"42"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000360","ESC BRISAS DEL ARAUCA","RURAL","OFICIAL",,"10","1","4","7","7",,,,,,,,,,,,,,,,,,"29"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000041","ESC EL GUAMO","RURAL","OFICIAL","4","4","5","7","8","8",,,,,,,,,,,,,,,,,,"36"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000131","ESC EL BOJABA","RURAL","OFICIAL","4","5","1","1","2","3",,,,,,,,,,,,,,,,,,"16"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000190","ESC LA GAITANA","RURAL","OFICIAL","2","4","1",,"3","1",,,,,,,,,,,,,,,,,,"11"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000661","ESC CEDEÑO","RURAL","OFICIAL","6","4","1","2","3","2",,,,,,,,,,,,,,,,,,"18"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000653","ESC MUNDO NUEVO","RURAL","OFICIAL",,"1","3","2","1","1",,,,,,,,,,,,,,,,,,"8"
"2.022","CUBARA","315223000119","I.E. TECNICA NACIONALIZADA PABLO VI","215223000301","ESC PUERTO NUEVO","RURAL","OFICIAL","9","18","17","8","17","11",,,,,,,,,,,,,,,,,,"80"
"2.022","CUCAITA","115224000067","I.E. SAN FELIPE","115224000067","I.E. SAN FELIPE - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"65","47","46","30","44","39",,,,,,,,,,,,"271"
"2.022","CUCAITA","115224000067","I.E. SAN FELIPE","115224000059","CONC SAN FELIPE","URBANA","OFICIAL","35","34","20","20","34","28",,,,,,,,,,,,,,,,,,"171"
"2.022","CUCAITA","115224000067","I.E. SAN FELIPE","215224000088","C E CHIPACATA","RURAL","OFICIAL","4","1","4","2","4",,,,,,,,,,,,,,,,,,,"15"
"2.022","CUCAITA","115224000067","I.E. SAN FELIPE","215224000045","CENT EDUC ESCALONES","RURAL","OFICIAL","1","7","4","2","3","2",,,,,,,,,,,,,,,,,,"19"
"2.022","CUCAITA","115224000067","I.E. SAN FELIPE","215224000096","ESC LLUVIOSOS","RURAL","OFICIAL","5","5","7","1","4","3",,,,,,,,,,,,,,,,,,"25"
"2.022","CUCAITA","215224000011","I.E. TECNICA PIJAOS","215224000011","I.E. TECNICA PIJAOS - SEDE PRINCIPAL","RURAL","OFICIAL","14","12","17","13","23","20","34","28","17","20","23","27",,,,,,,,,,,,"248"
"2.022","CUITIVA","115226000056","I.E. SANTO DOMINGO SAVIO","115226000056","I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"34","43","37","37","31","19",,,,,,,,,,,,"201"
"2.022","CUITIVA","115226000056","I.E. SANTO DOMINGO SAVIO","115226000021","SECCION PRIMARIA","URBANA","OFICIAL","6","12","7","8","9","3",,,,,,,,,,,,,,,,,,"45"
"2.022","CUITIVA","115226000056","I.E. SANTO DOMINGO SAVIO","215226000051","ESC MACIAS","RURAL","OFICIAL","7","8","7","2","11","3",,,,,,,,,,,,,,,,,,"38"
"2.022","CUITIVA","115226000056","I.E. SANTO DOMINGO SAVIO","215226000034","ESC DE LLANO DE ALARCON","RURAL","OFICIAL","10","5","4","8","2","4",,,,,,,,,,,,,,,,,,"33"
"2.022","CUITIVA","115226000056","I.E. SANTO DOMINGO SAVIO","215226000042","ESC RUR CORDONCILLOS","RURAL","OFICIAL","2","3",,"2","1","1",,,,,,,,,,,,,,,,,,"9"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","115244000012","I.E. JOSE SANTOS GUTIERREZ - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"44","56","59","50","49","31",,,,,,,,,,,,"289"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","115244000055","CONC URB","URBANA","OFICIAL","12","14","24","26","19","24",,,,,,,,,,,,,,,,,,"119"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000190","ESC CARRIZALITO","RURAL","OFICIAL","3",,"6","3","1","2",,,,,,,,,,,,,,,,,,"15"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000149","ESC EL CARMEN","RURAL","OFICIAL",,"1","2","1","1","3",,,,,,,,,,,,,,,,,,"8"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000394","ESC EL ESCOBAL","RURAL","OFICIAL",,"1",,"1","2","2",,,,,,,,,,,,,,,,,,"6"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000271","ESC CARRIZAL CENTRO","RURAL","OFICIAL","3","6","2","2","3","1",,,,,,,,,,,,,,,,,,"17"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000084","ESC LLANO GRANDE","RURAL","OFICIAL","1","2","2","2","1","1",,,,,,,,,,,,,,,,,,"9"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000173","ESC LOS LAURELES","RURAL","OFICIAL","1",,"2","1","1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000114","ESC SAN JUAN","RURAL","OFICIAL","2","1","4",,"3","1",,,,,,,,,,,,,,,,,,"11"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000092","ESC EL RANAL","RURAL","OFICIAL","2","1","1","1","1",,,,,,,,,,,,,,,,,,,"6"
"2.022","EL COCUY","115244000012","I.E. JOSE SANTOS GUTIERREZ","215244000238","ESC LOMA ALTA","RURAL","OFICIAL",,"1","2","1","2","2",,,,,,,,,,,,,,,,,,"8"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000131","I.E. EL CARDON - SEDE PRINCIPAL","RURAL","OFICIAL","4","2","3","2","1","5","36","17","22","26","10","16",,,,,,,,,,,,"144"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000220","ESC AGUA BLANCA","RURAL","OFICIAL",,"1","1",,"4","3",,,,,,,,,,,,,,,,,,"9"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000262","ESC EL MORTIÑO","RURAL","OFICIAL","1","2","1",,"1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000157","ESC LA PLAYA","RURAL","OFICIAL",,"1","1","2","2","4",,,,,,,,,,,,,,,,,,"10"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000432","ESC TOBALITO","RURAL","OFICIAL","1","2","2",,"3",,,,,,,,,,,,,,,,,,,"8"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000181","ESC EL JUNCAL","RURAL","OFICIAL","2","1","3","3","2","1",,,,,,,,,,,,,,,,,,"12"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000319","ESC LOS CUCHAROS","RURAL","OFICIAL",,"1","1",,"1","1",,,,,,,,,,,,,,,,,,"4"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000122","ESC PALCHACUAL","RURAL","OFICIAL",,"1","1","6",,,,,,,,,,,,,,,,,,,,"8"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000203","ESC LA ISLETA","RURAL","OFICIAL","1","2","1","2","1","2",,,,,,,,,,,,,,,,,,"9"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000211","ESC LOMA DE POZO","RURAL","OFICIAL","2","2","1","1","1","1",,,,,,,,,,,,,,,,,,"8"
"2.022","EL COCUY","215244000131","I.E. EL CARDON","215244000297","ESC PANTANO CHIQUITO","RURAL","OFICIAL",,"1","2","1","1","1",,,,,,,,,,,,,,,,,,"6"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"32","17","32","24","26","19",,,,,,,,,,,,"150"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","115248000041","CONC LUIS ANTONIO BARON","URBANA","OFICIAL","9","17","14","9","11","13",,,,,,,,,,,,,,,,,,"73"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","215248000135","ESC EL CARMEN","RURAL","OFICIAL","2",,"1","2","1",,,,,,,,,,,,,,,,,,,"6"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","215248000101","ESC LA LAGUNA","RURAL","OFICIAL","1","4","1","1","3",,,,,,,,,,,,,,,,,,,"10"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","215248000089","ESC PIE DE PEÑA","RURAL","OFICIAL","1",,"2","4","1","1",,,,,,,,,,,,,,,,,,"9"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","215248000071","ESC SALINITAS","RURAL","OFICIAL","2",,"2","2","5","2",,,,,,,,,,,,,,,,,,"13"
"2.022","EL ESPINO","115248000017","I.E. TECNICA AGROINDUSTRIAL EL ESPINO","215248000178","SEDE SANTO DOMINGO","RURAL","OFICIAL",,"1","6","1","1",,,,,,,,,,,,,,,,,,,"9"
"2.022","EL ESPINO","215248000208","I.E. CASCAJAL","215248000208","I.E. CASCAJAL - SEDE PRINCIPAL","RURAL","OFICIAL","12","4","9","14","6","14","18","20","17","18","21","11",,,,,,,,,,,,"222"
"2.022","EL ESPINO","215248000208","I.E. CASCAJAL","215248000160","ESC PALO BLANCO","RURAL","OFICIAL","2","2",,,"2",,,,,,,,,,,,,,,,,,,"6"
"2.022","EL ESPINO","215248000208","I.E. CASCAJAL","215248000054","ESC PIEDRAS DE SAL","RURAL","OFICIAL","2",,"2",,"2","1",,,,,,,,,,,,,,,,,,"7"
"2.022","EL ESPINO","215248000208","I.E. CASCAJAL","215248000151","ESC SAN JOAQUIN","RURAL","OFICIAL","1","2","3",,"1","2",,,,,,,,,,,,,,,,,,"10"
"2.022","EL ESPINO","215248000208","I.E. CASCAJAL","215248000127","ESC SANTA ANA","RURAL","OFICIAL","1","3","1",,"5","3",,,,,,,,,,,,,,,,,,"13"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"68","59","69","85","70","48",,,,,,,,,,,,"399"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","115272000028","CONC ALIANZA PARA EL PROGRESO","URBANA","OFICIAL","35","41","45","30","47","57",,,,,,,,,,,,,,,,,,"255"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","215272000120","ESC LAS MONJAS","RURAL","OFICIAL","2","2","5","2","4",,,,,,,,,,,,,,,,,,,"15"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","215272000090","ESC ALCAPARRAL","RURAL","OFICIAL",,"1","5","1","2","1",,,,,,,,,,,,,,,,,,"10"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","215272000171","ESC CARTAGENA","RURAL","OFICIAL","2","3","2","2","3","1",,,,,,,,,,,,,,,,,,"13"
"2.022","FIRAVITOBA","115272000010","I.E. TECNICA DE FIRAVITOBA","215272000049","ESC CUARTO MOLANOS","RURAL","OFICIAL","3","4",,"4",,"1",,,,,,,,,,,,,,,,,,"12"
"2.022","FIRAVITOBA","215272000197","I.E. TECNICA AGROPECUARIA SAN ANTONIO","215272000197","I.E. TECNICA AGROPECUARIA SAN ANTONIO - SEDE PRINCIPAL","RURAL","OFICIAL",,,,,,,"11","12","19","13","14","18",,,,,,,,,,,,"87"
"2.022","FIRAVITOBA","215272000197","I.E. TECNICA AGROPECUARIA SAN ANTONIO","215272000138","ESC SAN ANTONIO","RURAL","OFICIAL","6","3","9","7","6","4",,,,,,,,,,,,,,,,,,"35"
"2.022","FIRAVITOBA","215272000197","I.E. TECNICA AGROPECUARIA SAN ANTONIO","215272000189","ESC SAN CARLOS","RURAL","OFICIAL",,"3","2","2",,"1",,,,,,,,,,,,,,,,,,"8"
"2.022","FIRAVITOBA","215272000197","I.E. TECNICA AGROPECUARIA SAN ANTONIO","215272000073","ESC BARATOA","RURAL","OFICIAL",,"1","1","1","3",,,,,,,,,,,,,,,,,,,"6"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"48","42","52","56","45","32",,,,,,,,,,,,"275"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","115276000031","COL EDUC BAS SIMON BOLIVAR","URBANA","OFICIAL","30","21","11","31","29","28",,,,,,,,,,,,,,,,,,"150"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000043","ESC TOBASIA","RURAL","OFICIAL","3","3","4","3","1",,,,,,,,,,,,,,,,,,,"14"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000060","ESC CELY","RURAL","OFICIAL","1","2","1","2","1","1",,,,,,,,,,,,,,,,,,"8"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000205","ESC CHORRERA","RURAL","OFICIAL","3","2","2",,,"1",,,,,,,,,,,,,,,,,,"8"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000086","ESC POTRERITOS","RURAL","OFICIAL","1",,"1","1",,,,,,,,,,,,,,,,,,,,"3"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000175","ESC LA PUERTA","RURAL","OFICIAL","2","1","4","1",,"2",,,,,,,,,,,,,,,,,,"10"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000124","ESC SAN LUIS","RURAL","OFICIAL","2","1",,"1",,"2",,,,,,,,,,,,,,,,,,"6"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000051","ESC SAN MARTIN DOS","RURAL","OFICIAL","2","3","1","1","2","1",,,,,,,,,,,,,,,,,,"10"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000132","ESC TOCAVITA","RURAL","OFICIAL",,,,"1","1","3",,,,,,,,,,,,,,,,,,"5"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000159","ESC EL CARMEN","RURAL","OFICIAL",,"3","1",,"2",,,,,,,,,,,,,,,,,,,"6"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000167","ESC SAN JOSE","RURAL","OFICIAL","1",,,"3",,"2",,,,,,,,,,,,,,,,,,"6"
"2.022","FLORESTA","115276000014","I.E. HECTOR JULIO RANGEL QUINTERO","215276000141","ESC BARRANCAS","RURAL","OFICIAL",,,"2","1",,,,,,,,,,,,,,,,,,,,"3"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000111","I.E. GUITOQUE - SEDE PRINCIPAL","RURAL","OFICIAL","5","2","4","2","2","2","4","10","4","3",,,,,,,,,,,,,,"38"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000171","C E GACHANTIVÁ VIEJO","RURAL","OFICIAL","3","5","2","1","2",,,,,,,,,,,,,,,,,,,"13"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000073","CE SAAVEDRAS DE RONCANCIOS","RURAL","OFICIAL","3",,"2","6","3","3",,,,,,,,,,,,,,,,,,"17"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000103","CE MORTIÑAL","RURAL","OFICIAL","1","2","2","2",,"4",,,,,,,,,,,,,,,,,,"11"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000162","CE SAAVEDRAS DE MORALES","RURAL","OFICIAL","1",,"1","1","2","2",,,,,,,,,,,,,,,,,,"7"
"2.022","GACHANTIVA","215293000111","I.E. GUITOQUE","215293000081","CE JUPAL","RURAL","OFICIAL",,"2","4",,"4","1",,,,,,,,,,,,,,,,,,"11"
"2.022","GACHANTIVA","315293000141","I.E. JUAN JOSE NEIRA","315293000141","I.E. JUAN JOSE NEIRA - SEDE PRINCIPAL","URBANA","OFICIAL",,,,,,,"48","55","54","46","50","47",,,,,,,,,,,,"300"
"2.022","GACHANTIVA","315293000141","I.E. JUAN JOSE NEIRA","115293000028","CONC URB JUAN J NEIRA","URBANA","OFICIAL","15","20","19","21","22","15",,,,,,,,,,,,,,,,,,"112"
